,city,city_ascii,city_alt,lat,lng,country,iso2,iso3,admin_name,admin_name_ascii,admin_code,admin_type,capital,density,population,population_proper,ranking,timezone,same_name,id
1770167,Chastre-Villeroux-Blanmont,Chastre-Villeroux-Blanmont,Chastre,50.6,4.6333,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,242.8,7592.0,7592.0,3,Europe/Brussels,False,1056655363
1770168,Mont-Saint-Guibert,Mont-Saint-Guibert,,50.6333,4.6167,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,435.4,7562.0,7562.0,3,Europe/Brussels,False,1056374357
1770169,Zingem,Zingem,Syngem,50.9,3.5167,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,315.5,7552.0,7552.0,3,Europe/Brussels,False,1056119513
1770170,Sint-Pieters op de Dijk,Sint-Pieters op de Dijk,Sint-Pieters-Dyk|Sint Pieters|Saint Pierre|Saint Pierre-sur-la-Digue,51.2311,3.2081,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,551.1,7550.0,7550.0,3,Europe/Brussels,False,1056660346
1770171,Tongerlo,Tongerlo,Tongerloo,51.1092,4.915,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,367.8,7506.0,7506.0,3,Europe/Brussels,False,1056554612
1770172,Kessel,Kessel,,51.1387,4.6288,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,503.4,7485.0,7485.0,3,Europe/Brussels,False,1056404725
1770173,Waimes,Waimes,Weismes,50.4167,6.1167,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,89.8,7429.0,7429.0,4,Europe/Brussels,False,1056981743
1770174,Lissewege,Lissewege,Lisseweghe,51.2942,3.1989,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,276.6,7412.0,7412.0,3,Europe/Brussels,False,1056120138
1770175,Wellen,Wellen,,50.85,5.3167,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,260.1,7402.0,7402.0,3,Europe/Brussels,False,1056000019
1770176,Oostmalle,Oostmalle,,51.2995,4.7333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,262.6,7388.0,7388.0,3,Europe/Brussels,False,1056167417
1770177,Zwijnaarde,Zwijnaarde,Zwynaerde,51.0006,3.7161,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,613.3,7384.0,7384.0,3,Europe/Brussels,False,1056500453
1770178,Hamois,Hamois,,50.3333,5.1333,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,91.2,7349.0,7349.0,4,Europe/Brussels,False,1056298580
1770179,Dalhem,Dalhem,,50.7167,5.7167,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,278.8,7331.0,7331.0,3,Europe/Brussels,False,1056589550
1770180,La Hulpe,La Hulpe,Terhulpen,50.7333,4.4833,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,189.7,7320.0,7320.0,3,Europe/Brussels,False,1056745259
1770181,Heers,Heers,,50.75,5.2833,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,131.4,7290.0,7290.0,4,Europe/Brussels,False,1056389559
1770182,Zutendaal,Zutendaal,Sutendael,50.9333,5.5667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,241.6,7234.0,7234.0,3,Europe/Brussels,False,1056062274
1770183,Athus,Athus,,49.5633,5.8378,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,361.2,7227.0,7227.0,3,Europe/Brussels,False,1056813422
1770184,Beauvechain,Beauvechain,Bevekom,50.7833,4.7667,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,187.2,7222.0,7222.0,3,Europe/Brussels,False,1056062852
1770185,Grembergen,Grembergen,,51.05,4.1,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,717.2,7215.0,7215.0,3,Europe/Brussels,False,1056986222
1770186,Gesves,Gesves,,50.4,5.0667,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,104.9,7210.0,7210.0,4,Europe/Brussels,False,1056861667
1770187,Deuseld,Deuseld,,51.2333,4.45,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,2913.4,7196.0,7196.0,2,Europe/Brussels,False,1056000158
1770188,Walhain-Saint-Paul,Walhain-Saint-Paul,Walhain,50.6333,4.7,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,205.3,7167.0,7167.0,3,Europe/Brussels,False,1056775629
1770189,Stavelot,Stavelot,Stablo,50.3833,5.9333,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,84.0,7145.0,7145.0,3,Europe/Brussels,False,1056769188
1770190,Beaumont,Beaumont,,50.2333,4.2333,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,76.8,7137.0,7137.0,3,Europe/Brussels,True,1056521734
1770191,Anhée,Anhee,Anhée sur Meuse,50.3167,4.8833,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,115.6,7117.0,7117.0,4,Europe/Brussels,False,1056129690
1770192,Assesse,Assesse,,50.3667,5.0167,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,85.6,6964.0,6964.0,4,Europe/Brussels,False,1056072722
1770193,Nieuwerkerken,Nieuwerkerken,,50.8667,5.2,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,361.2,6960.0,6960.0,3,Europe/Brussels,True,1056403823
1770194,Hoegaarden,Hoegaarden,Hougaerde,50.7833,4.9,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,131.9,6942.0,6942.0,4,Europe/Brussels,False,1056041264
1770195,Chièvres,Chievres,,50.5833,3.8,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,154.2,6899.0,6899.0,4,Europe/Brussels,False,1056577810
1770196,Ittre,Ittre,Itter,50.65,4.2667,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,196.6,6865.0,6865.0,3,Europe/Brussels,False,1056807513
1770197,Hensies,Hensies,,50.4333,3.6667,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,262.7,6828.0,6828.0,3,Europe/Brussels,False,1056130068
1770198,Saint-Georges,Saint-Georges,,50.6,5.35,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,324.6,6784.0,6784.0,3,Europe/Brussels,False,1056282254
1770199,Quiévrain,Quievrain,,50.4,3.6833,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,318.5,6759.0,6759.0,3,Europe/Brussels,False,1056374664
1770200,Pittem,Pittem,Pitthem,50.9833,3.2667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,178.3,6752.0,6752.0,4,Europe/Brussels,False,1056660124
1770201,Sint-Laureins,Sint-Laureins,Saint-Laurent,51.25,3.5167,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,83.2,6684.0,6684.0,4,Europe/Brussels,False,1056330020
1770202,Herne,Herne,Hérinnes,50.7167,4.0333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,157.3,6643.0,6643.0,4,Europe/Brussels,False,1056275569
1770203,Adegem,Adegem,,51.2003,3.4886,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,251.1,6563.0,6563.0,3,Europe/Brussels,False,1056399991
1770204,Villers-le-Bouillet,Villers-le-Bouillet,,50.5833,5.2667,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,198.8,6503.0,6503.0,3,Europe/Brussels,False,1056312897
1770205,Moerbeke,Moerbeke,,51.1667,3.9333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,185.6,6455.0,6455.0,4,Europe/Brussels,True,1056610428
1770206,Nederbrakel,Nederbrakel,,50.8028,3.7641,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,736.8,6454.0,6454.0,3,Europe/Brussels,False,1056574183
1770207,Kaprijke,Kaprijke,Caprycke,51.2167,3.6,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,173.0,6429.0,6429.0,4,Europe/Brussels,False,1056633350
1770208,Ramillies-Offus,Ramillies-Offus,,50.6367,4.9147,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,131.3,6394.0,6394.0,3,Europe/Brussels,False,1056601478
1770209,Lichtaart,Lichtaart,Lichtaert,51.2247,4.9203,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,252.1,6373.0,6373.0,3,Europe/Brussels,False,1056056894
1770210,Braives,Braives,,50.6333,5.15,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,144.1,6325.0,6325.0,4,Europe/Brussels,False,1056017100
1770211,Bekkevoort,Bekkevoort,Becquevoort,50.95,4.9667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,168.8,6274.0,6274.0,3,Europe/Brussels,False,1056646543
1770212,Havré,Havre,,50.4644,4.0453,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,346.2,6211.0,6211.0,3,Europe/Brussels,False,1056624984
1770213,Beerzel,Beerzel,Beersel,51.0667,4.6667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,794.4,6204.0,6204.0,3,Europe/Brussels,False,1056191440
1770214,Engis,Engis,,50.5833,5.4167,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,206.2,6122.0,6122.0,3,Europe/Brussels,False,1056355130
1770215,Nieuwkerken-Waas,Nieuwkerken-Waas,Nieuwkerken-Waes,51.1889,4.1731,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,607.1,6095.0,6095.0,3,Europe/Brussels,False,1056966612
1770216,Berendrecht,Berendrecht,,51.343,4.318,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,591.1,6059.0,6059.0,3,Europe/Brussels,False,1056921236
1770217,Ruisbroek,Ruisbroek,Ruysbroeck,50.7903,4.2975,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,1707.1,6043.0,6043.0,3,Europe/Brussels,False,1056321378
1770218,Geetbets,Geetbets,Geet Betz,50.8833,5.1167,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,195.7,6035.0,6035.0,4,Europe/Brussels,False,1056179201
1770219,Ellezelles,Ellezelles,Elzele,50.7333,3.6833,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,146.3,6001.0,6001.0,4,Europe/Brussels,False,1056364277
1770220,Hastière-par-delà,Hastiere-par-dela,Hastière,50.2167,4.8333,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,105.9,5979.0,5979.0,3,Europe/Brussels,False,1056661914
1770221,Denderhoutem,Denderhoutem,Denderhautem,50.8667,4.0167,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,485.3,5960.0,5960.0,3,Europe/Brussels,False,1056312307
1770222,Limbourg,Limbourg,Limburg,50.6167,5.9333,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,241.1,5939.0,5939.0,3,Europe/Brussels,False,1056726615
1770223,Remicourt,Remicourt,,50.6833,5.3333,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,298.9,5904.0,5904.0,3,Europe/Brussels,False,1056706761
1770224,Meerbeke,Meerbeke,,50.8244,4.0403,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,557.6,5888.0,5888.0,3,Europe/Brussels,False,1056033428
1770225,Lobbes,Lobbes,,50.35,4.25,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,194.2,5885.0,5885.0,4,Europe/Brussels,False,1056719990
1770226,Étalle,Etalle,,49.6833,5.6,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,75.0,5855.0,5855.0,3,Europe/Brussels,False,1056072059
1770227,Nandrin,Nandrin,,50.5,5.4167,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,152.0,5826.0,5826.0,4,Europe/Brussels,False,1056915954
1770228,Rijmenam,Rijmenam,Rymenam,51.002,4.586,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,378.4,5809.0,5809.0,3,Europe/Brussels,False,1056156379
1770229,Lendelede,Lendelede,,50.8833,3.2333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,437.0,5747.0,5747.0,3,Europe/Brussels,False,1056737948
1770230,Lontzen,Lontzen,Sontzen,50.6833,6.0,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,214.6,5695.0,5695.0,3,Europe/Brussels,False,1056031300
1770231,Kwaadmechelen,Kwaadmechelen,Zwaadmechelen|Quaedmechelen,51.1012,5.1484,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,347.2,5673.0,5673.0,3,Europe/Brussels,False,1056991230
1770232,Flénu,Flenu,,50.4367,3.8875,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,1468.7,5669.0,5669.0,3,Europe/Brussels,False,1056468353
1770233,Celles,Celles,,50.7167,3.45,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,90.7,5665.0,5665.0,4,Europe/Brussels,True,1056674858
1770234,Onze-Lieve-Vrouw-Waver,Onze-Lieve-Vrouw-Waver,Wavre-Notre-Dame,51.0667,4.5667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,439.2,5635.0,5635.0,3,Europe/Brussels,False,1056319428
1770235,Florenville,Florenville,,49.6983,5.31,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,38.1,5629.0,5629.0,4,Europe/Brussels,False,1056601213
1770236,Butgenbach,Butgenbach,,50.4333,6.2,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,57.6,5605.0,5605.0,3,Europe/Brussels,False,1056669684
1770237,Drogenbos,Drogenbos,Drogenbosch|Droogenbosch,50.7833,4.3167,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,2248.6,5599.0,5599.0,2,Europe/Brussels,False,1056423988
1770238,Pecq,Pecq,,50.6833,3.3333,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,181.0,5598.0,5598.0,4,Europe/Brussels,False,1056518207
1770239,Somme-Leuze,Somme-Leuze,,50.3333,5.3667,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,55.9,5587.0,5587.0,4,Europe/Brussels,False,1056956885
1770240,Saint-Hubert,Saint-Hubert,,50.025,5.3722,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,48.0,5571.0,5571.0,4,Europe/Brussels,False,1056412877
1770241,Sint-Denijs-Westrem,Sint-Denijs-Westrem,Saint Denis-Westrem,51.0214,3.6689,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,888.6,5545.0,5545.0,3,Europe/Brussels,False,1056355393
1770242,Attert,Attert,,49.75,5.7833,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,78.1,5537.0,5537.0,3,Europe/Brussels,False,1056753598
1770243,Hotton,Hotton,,50.2683,5.4467,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,96.5,5531.0,5531.0,3,Europe/Brussels,False,1056288696
1770244,Amblève,Ambleve,Amel,50.35,6.1667,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,43.8,5480.0,5480.0,3,Europe/Brussels,True,1056140133
1770245,Nassogne,Nassogne,,50.1333,5.35,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,48.9,5474.0,5474.0,3,Europe/Brussels,False,1056386865
1770246,Bullange,Bullange,Bullingen,50.4,6.25,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,43.2,5473.0,5473.0,4,Europe/Brussels,False,1056833627
1770247,Marchin,Marchin,,50.4667,5.2333,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,238.6,5460.0,5460.0,3,Europe/Brussels,False,1056196237
1770248,Kruishoutem,Kruishoutem,Cruyshautem,50.9,3.5167,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,198.0,5394.0,5394.0,4,Europe/Brussels,False,1056611924
1770249,Paliseul,Paliseul,,49.9,5.1333,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,55.5,5393.0,5393.0,4,Europe/Brussels,False,1056837749
1770250,Incourt,Incourt,,50.7,4.7833,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,138.9,5388.0,5388.0,3,Europe/Brussels,False,1056781934
1770251,Ruiselede,Ruiselede,Ruysselede,51.0333,3.3833,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,165.1,5387.0,5387.0,4,Europe/Brussels,False,1056956517
1770252,Comblain-au-Pont,Comblain-au-Pont,Comblain|Komblenx,50.4667,5.5833,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,218.3,5381.0,5381.0,3,Europe/Brussels,False,1056107076
1770253,Léglise,Leglise,,49.8,5.5333,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,31.0,5366.0,5366.0,3,Europe/Brussels,False,1056842535
1770254,Bouillon,Bouillon,Bulen,49.7955,5.068,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,40.2,5353.0,5353.0,4,Europe/Brussels,False,1056377964
1770255,Momignies,Momignies,,50.0333,4.1667,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,62.0,5309.0,5309.0,3,Europe/Brussels,False,1056025203
1770256,Glabbeek-Zuurbemde,Glabbeek-Zuurbemde,Glabbeek-Suerbempde|Glabbeek,50.8667,4.95,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,197.8,5298.0,5298.0,3,Europe/Brussels,False,1056978369
1770257,Héron,Heron,,50.55,5.0833,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,141.4,5277.0,5277.0,4,Europe/Brussels,False,1056197098
1770258,Dworp,Dworp,Tourneppe,50.7333,4.3,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,549.1,5277.0,5277.0,3,Europe/Brussels,False,1056366622
1770259,Houffalize,Houffalize,,50.1333,5.7833,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,31.5,5244.0,5244.0,3,Europe/Brussels,False,1056443256
1770260,Desselgem,Desselgem,Desselghem,50.8864,3.35,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,722.4,5230.0,5230.0,3,Europe/Brussels,False,1056217996
1770261,Beveren,Beveren,,50.8756,3.3464,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,819.3,5219.0,5219.0,3,Europe/Brussels,True,1056786913
1770262,Heiken,Heiken,,51.3833,4.4667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,515.7,5219.0,5219.0,3,Europe/Brussels,True,1056151168
1770263,Gouvy,Gouvy,,50.1833,5.9333,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,31.5,5206.0,5206.0,3,Europe/Brussels,False,1056928691
1770264,Rumes,Rumes,,50.55,3.3,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,196.4,5186.0,5186.0,4,Europe/Brussels,False,1056468714
1770265,Chiny,Chiny,,49.7383,5.3433,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,45.5,5175.0,5175.0,3,Europe/Brussels,False,1056542075
1770266,Eine,Eine,Eyne,50.8667,3.6167,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,576.5,5165.0,5165.0,3,Europe/Brussels,False,1056085473
1770267,Libin,Libin,,49.9833,5.25,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,35.8,5164.0,5164.0,4,Europe/Brussels,False,1056311682
1770268,Havelange,Havelange,,50.3833,5.25,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,48.6,5130.0,5130.0,4,Europe/Brussels,True,1056076488
1770269,Ohey,Ohey,,50.4333,5.1333,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,88.7,5090.0,5090.0,4,Europe/Brussels,False,1056175337
1770270,Alveringem,Alveringem,Alveringhem,51.0167,2.7167,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,63.4,5089.0,5089.0,4,Europe/Brussels,False,1056520266
1770271,Langemark,Langemark,Langemarck,50.9167,2.9167,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,160.5,5084.0,5084.0,3,Europe/Brussels,False,1056867384
1770272,Mere,Mere,Meire,50.9222,3.9714,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,873.0,5033.0,5033.0,3,Europe/Brussels,False,1056392280
1770273,Hingene,Hingene,,51.1033,4.2689,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,333.9,5028.0,5028.0,3,Europe/Brussels,False,1056034878
1770274,Ruisbroek,Ruisbroek,Ruysbroeck,51.088,4.33,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,556.6,5015.0,5015.0,3,Europe/Brussels,True,1056669994
1770275,Astene,Astene,,50.9828,3.5629,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,523.0,5010.0,5010.0,3,Europe/Brussels,False,1056868060
1770276,Cerfontaine,Cerfontaine,,50.1667,4.4167,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,60.5,4927.0,4927.0,4,Europe/Brussels,True,1056994818
1770277,Ferrières,Ferrieres,,50.4,5.6,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,89.6,4918.0,4918.0,4,Europe/Brussels,False,1056014423
1770278,Oelegem,Oelegem,Oeleghem,51.2112,4.5903,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,372.9,4881.0,4881.0,3,Europe/Brussels,False,1056972966
1770279,Weelde,Weelde,,51.4083,4.9942,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,131.1,4879.0,4879.0,4,Europe/Brussels,False,1056217679
1770280,Houyet,Houyet,,50.1833,5.0167,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,39.9,4876.0,4876.0,3,Europe/Brussels,False,1056923944
1770281,Bazel,Bazel,Basel,51.15,4.3,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,285.1,4830.0,4830.0,3,Europe/Brussels,False,1056056928
1770282,Westkapelle,Westkapelle,Westcappelle|Westcapelle,51.3167,3.3,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,223.5,4797.0,4797.0,3,Europe/Brussels,False,1056338861
1770283,Linkebeek,Linkebeek,,50.7667,4.3333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,1147.0,4760.0,4760.0,3,Europe/Brussels,False,1056100876
1770284,Nimy,Nimy,,50.4758,3.9547,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,1142.1,4751.0,4751.0,3,Europe/Brussels,False,1056196923
1770285,Moerzeke,Moerzeke,Moerseke,51.0667,4.15,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,277.3,4653.0,4653.0,3,Europe/Brussels,False,1056718309
